text,true_label,predicted_label,confidence,positive_probability,negative_probability,correct
Espoon kaupunki awarded contracts for personal care products .,POSITIVE,NEGATIVE,0.6891,0.3109,0.6891,False
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",POSITIVE,POSITIVE,0.9981,0.9981,0.0019,True
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,POSITIVE,POSITIVE,0.9932,0.9932,0.0068,True
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",POSITIVE,POSITIVE,0.9287,0.9287,0.0713,True
"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",POSITIVE,NEGATIVE,0.9339,0.0661,0.9339,False
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",POSITIVE,POSITIVE,0.9888,0.9888,0.0112,True
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,POSITIVE,NEGATIVE,0.9504,0.0496,0.9504,False
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,POSITIVE,POSITIVE,0.6528,0.6528,0.3472,True
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
Net cash flow from operations is expected to remain positive .,POSITIVE,POSITIVE,0.997,0.997,0.003,True
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",POSITIVE,POSITIVE,0.5009,0.5009,0.4991,True
Olvi has posted a strong set of figures for the first six months of this year .,POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,POSITIVE,POSITIVE,0.9584,0.9584,0.0416,True
Our standardised services have met with a positive reception among our customers as well as at Itella .,POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
Performance in the second half of 2009 exceeded expectations .,POSITIVE,POSITIVE,0.9974,0.9974,0.0026,True
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,POSITIVE,POSITIVE,0.9928,0.9928,0.0072,True
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",POSITIVE,POSITIVE,0.9977,0.9977,0.0023,True
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",POSITIVE,POSITIVE,0.9516,0.9516,0.0484,True
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,POSITIVE,NEGATIVE,0.8355,0.1645,0.8355,False
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,POSITIVE,NEGATIVE,0.6398,0.3602,0.6398,False
"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",POSITIVE,NEGATIVE,0.7213,0.2787,0.7213,False
The acquisition is expected to improve access to chrome ore resources in Turkey .,POSITIVE,NEGATIVE,0.6479,0.3521,0.6479,False
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,POSITIVE,POSITIVE,0.9799,0.9799,0.0201,True
"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",POSITIVE,POSITIVE,0.9815,0.9815,0.0185,True
The estimated synergy benefits are at least EUR7m annually .,POSITIVE,POSITIVE,0.9798,0.9798,0.0202,True
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
The objective of the planned measures is to achieve significant savings in the next few years .,POSITIVE,POSITIVE,0.9924,0.9924,0.0076,True
The rebuilds are designed to improve the machines ' performance and product quality .,POSITIVE,POSITIVE,0.7003,0.7003,0.2997,True
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",POSITIVE,POSITIVE,0.9987,0.9987,0.0013,True
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",POSITIVE,POSITIVE,0.9987,0.9987,0.0013,True
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",POSITIVE,NEGATIVE,0.9885,0.0115,0.9885,False
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",POSITIVE,POSITIVE,0.9922,0.9922,0.0078,True
`` Stonesoft sees great promise in the future of IPv6 .,POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
`` The combined activities will create value for shareholders and be good for our employees and customers .,POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
`` The trend in the sports and leisure markets was favorable in the first months of the year .,POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",POSITIVE,POSITIVE,0.5443,0.5443,0.4557,True
16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,POSITIVE,POSITIVE,0.9971,0.9971,0.0029,True
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,POSITIVE,POSITIVE,0.8798,0.8798,0.1202,True
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",POSITIVE,POSITIVE,0.6448,0.6448,0.3552,True
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,POSITIVE,POSITIVE,0.8808,0.8808,0.1192,True
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",POSITIVE,POSITIVE,0.8441,0.8441,0.1559,True
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",POSITIVE,NEGATIVE,0.9439,0.0561,0.9439,False
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,POSITIVE,POSITIVE,0.9951,0.9951,0.0049,True
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",POSITIVE,NEGATIVE,0.7429,0.2571,0.7429,False
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",POSITIVE,NEGATIVE,0.97,0.03,0.97,False
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,POSITIVE,POSITIVE,0.9762,0.9762,0.0238,True
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,POSITIVE,POSITIVE,0.9782,0.9782,0.0218,True
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",POSITIVE,NEGATIVE,0.8197,0.1803,0.8197,False
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",POSITIVE,POSITIVE,0.9433,0.9433,0.0567,True
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",POSITIVE,NEGATIVE,0.9946,0.0054,0.9946,False
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",POSITIVE,POSITIVE,0.632,0.632,0.368,True
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",POSITIVE,NEGATIVE,0.8896,0.1104,0.8896,False
All of Raisio 's divisions recorded an operating profit .,POSITIVE,POSITIVE,0.9954,0.9954,0.0046,True
"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",POSITIVE,NEGATIVE,0.8534,0.1466,0.8534,False
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",POSITIVE,POSITIVE,0.999,0.999,0.001,True
"As a domestic business , Best-In is already close to Finnish dog owners .",POSITIVE,NEGATIVE,0.7007,0.2993,0.7007,False
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",POSITIVE,POSITIVE,0.9981,0.9981,0.0019,True
Cash flow from operating activities is estimated to be positive .,POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
Cision says the sale will return its U.K. operation to profitability .,POSITIVE,NEGATIVE,0.9666,0.0334,0.9666,False
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",POSITIVE,POSITIVE,0.966,0.966,0.034,True
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",POSITIVE,POSITIVE,0.8797,0.8797,0.1203,True
"Department store sales improved by 14 % to EUR 1,070.6 mn .",POSITIVE,POSITIVE,0.9944,0.9944,0.0056,True
DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,POSITIVE,POSITIVE,0.9889,0.9889,0.0111,True
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",POSITIVE,POSITIVE,0.9602,0.9602,0.0398,True
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",POSITIVE,POSITIVE,0.9775,0.9775,0.0225,True
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",POSITIVE,NEGATIVE,0.9116,0.0884,0.9116,False
"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization .",POSITIVE,POSITIVE,0.9979,0.9979,0.0021,True
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,POSITIVE,POSITIVE,0.9368,0.9368,0.0632,True
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,POSITIVE,POSITIVE,0.9609,0.9609,0.0391,True
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",POSITIVE,POSITIVE,0.9037,0.9037,0.0963,True
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",POSITIVE,POSITIVE,0.9988,0.9988,0.0012,True
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",POSITIVE,NEGATIVE,0.9751,0.0249,0.9751,False
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",POSITIVE,POSITIVE,0.9986,0.9986,0.0014,True
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,POSITIVE,POSITIVE,0.9405,0.9405,0.0595,True
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,POSITIVE,POSITIVE,0.9977,0.9977,0.0023,True
"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",POSITIVE,POSITIVE,0.9952,0.9952,0.0048,True
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",POSITIVE,POSITIVE,0.9563,0.9563,0.0437,True
