text,true_label
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",POSITIVE
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",POSITIVE
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",POSITIVE
"Exel Composites ' long-term growth prospects remain favourable , however .",POSITIVE
fi is developing cooperation in keyword advertising with Microsoft .,POSITIVE
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",POSITIVE
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,POSITIVE
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",POSITIVE
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",POSITIVE
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,POSITIVE
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,POSITIVE
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,POSITIVE
Nordea sees a return to positive growth for the Baltic countries in 2011 .,POSITIVE
Operating profit improved by 16.7 % to EUR 7.7 mn .,POSITIVE
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,POSITIVE
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,POSITIVE
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,POSITIVE
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,POSITIVE
"Previously , the company anticipated its operating profit to improve over the same period .",POSITIVE
Productional situation has now improved .,POSITIVE
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,POSITIVE
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",POSITIVE
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",POSITIVE
Strong growth has continued also in China .,POSITIVE
Synergy benefits will start to materialise in the second quarter .,POSITIVE
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,POSITIVE
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",POSITIVE
The ` buy ' recommendation was reiterated .,POSITIVE
The aim is to achieve EUR 2.5 mn yearly savings .,POSITIVE
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,POSITIVE
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",POSITIVE
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,POSITIVE
The EPS improved to EUR0 .38 from EUR0 .27 .,POSITIVE
The expansion aims to attract new customers both in Finland and abroad .,POSITIVE
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,POSITIVE
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",POSITIVE
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",POSITIVE
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,POSITIVE
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",POSITIVE
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,POSITIVE
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,POSITIVE
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",POSITIVE
The stock of new machines is reasonably small and new orders bring work .,POSITIVE
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,POSITIVE
These companies will be able to keep their market positions .,POSITIVE
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,POSITIVE
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",POSITIVE
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,POSITIVE
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,POSITIVE
Uponor improved its performance in spite of the decrease in residential construction in the US .,POSITIVE
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",POSITIVE
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",POSITIVE
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",POSITIVE
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",POSITIVE
He believes that the soy-oats have a good chance of entering the UK market .,POSITIVE
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",POSITIVE
"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",POSITIVE
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",POSITIVE
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,POSITIVE
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",POSITIVE
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",POSITIVE
"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",POSITIVE
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,POSITIVE
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",POSITIVE
"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",POSITIVE
This is the second successful effort for the financial investor this year .,POSITIVE
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,POSITIVE
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",POSITIVE
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",POSITIVE
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",POSITIVE
